sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die schriftsteller schwimmen und sprechen,-39.72292709350586,-37.975791931152344,-40.442012786865234,-34.90605163574219,-38.00658416748047,-33.96689987182617,-43.2861328125,-40.77127456665039,-37.69465637207031,-36.39598083496094,-37.963172912597656,-34.91844177246094,-41.221893310546875,-47.103050231933594,-46.85884475708008,-37.77004623413086,-35.37680435180664,-35.97766876220703
die schriftsteller schwimmen und spricht,-41.02516174316406,-42.07579040527344,-41.46894454956055,-38.344783782958984,-40.14693069458008,-42.194149017333984,-44.71002960205078,-43.760066986083984,-41.01655578613281,-41.10111999511719,-40.97478485107422,-43.713531494140625,-49.023414611816406,-50.209136962890625,-48.41236114501953,-41.29104995727539,-39.75053787231445,-40.32586669921875
die schriftsteller schwimmen und sind klein,-45.4055061340332,-43.773956298828125,-41.94114685058594,-39.042022705078125,-44.0287971496582,-41.160884857177734,-48.2418327331543,-48.551055908203125,-42.044517517089844,-41.28838348388672,-45.20647430419922,-43.28855514526367,-44.82605743408203,-51.77086639404297,-48.994388580322266,-38.58521270751953,-37.947059631347656,-37.449459075927734
die schriftsteller schwimmen und ist klein,-46.016902923583984,-47.44964599609375,-43.75284957885742,-44.358402252197266,-48.03641128540039,-46.88264083862305,-50.29289245605469,-53.090450286865234,-45.98197937011719,-47.507232666015625,-49.975486755371094,-48.88178634643555,-47.29673767089844,-54.50532531738281,-53.15104293823242,-43.77230453491211,-42.69110870361328,-42.20066452026367
die schriftsteller schwimmen und sind groß,-45.925594329833984,-43.853355407714844,-43.12698745727539,-37.94181442260742,-44.5705680847168,-41.83496856689453,-51.553955078125,-46.51591110229492,-41.34611129760742,-40.2677001953125,-45.06749725341797,-44.90769958496094,-43.43683624267578,-50.61372756958008,-50.32724380493164,-40.54056167602539,-37.639347076416016,-37.24544906616211
die schriftsteller schwimmen und ist groß,-46.3946533203125,-46.88349914550781,-43.76259231567383,-43.63284683227539,-48.8480339050293,-47.01372146606445,-52.8528938293457,-51.520957946777344,-43.962486267089844,-47.44789123535156,-49.75920104980469,-49.30251693725586,-45.26763153076172,-52.93312454223633,-52.05889129638672,-47.04341506958008,-43.55093002319336,-42.03814697265625
die schriftsteller schwimmen und sind alt,-45.90566635131836,-45.151893615722656,-44.68021011352539,-39.05074691772461,-46.03018569946289,-43.90338134765625,-49.367347717285156,-47.8751106262207,-43.31809616088867,-42.021629333496094,-46.925132751464844,-45.58405303955078,-44.74940490722656,-52.156410217285156,-49.99492263793945,-38.153404235839844,-39.205162048339844,-36.35597229003906
die schriftsteller schwimmen und ist alt,-45.4951057434082,-46.6978759765625,-44.96918869018555,-45.3792610168457,-49.683189392089844,-48.3506965637207,-51.81184005737305,-50.07554244995117,-45.745750427246094,-49.37660217285156,-51.189308166503906,-49.508914947509766,-45.17701721191406,-54.90006637573242,-51.472686767578125,-43.223846435546875,-44.47596740722656,-42.13153076171875
die schriftsteller schwimmen und sind jung,-46.725101470947266,-45.97435760498047,-45.63488006591797,-37.02456283569336,-44.57442092895508,-42.0348014831543,-49.646324157714844,-49.84675979614258,-43.93729782104492,-38.46710205078125,-45.67399597167969,-43.38407516479492,-45.02348709106445,-47.447689056396484,-47.506431579589844,-41.49447250366211,-39.62382507324219,-36.897220611572266
die schriftsteller schwimmen und ist jung,-46.870506286621094,-49.126075744628906,-46.376590728759766,-42.77114486694336,-48.15530776977539,-47.87649154663086,-51.32276153564453,-53.61723327636719,-48.269683837890625,-45.12779998779297,-49.51835632324219,-48.596126556396484,-46.186065673828125,-52.14497375488281,-49.92009735107422,-48.9716911315918,-45.483551025390625,-41.773658752441406
die direktoren schwimmen und schwimmen,-46.214508056640625,-41.279083251953125,-40.978057861328125,-33.608375549316406,-34.37937927246094,-33.348854064941406,-54.85292053222656,-46.84497833251953,-42.996883392333984,-32.92475509643555,-34.14872741699219,-33.30359649658203,-46.55289840698242,-45.65720748901367,-47.42475509643555,-32.288177490234375,-32.58283233642578,-34.02312088012695
die direktoren schwimmen und schwimmt,-50.344818115234375,-44.78852462768555,-44.59541320800781,-37.65644454956055,-38.522247314453125,-37.53227233886719,-59.662681579589844,-50.26495361328125,-50.78213119506836,-37.16322326660156,-39.39173126220703,-37.22795486450195,-52.94952392578125,-50.44558334350586,-53.43162536621094,-35.71964645385742,-37.360206604003906,-37.539283752441406
die direktoren schwimmen und lachen,-48.105316162109375,-44.30268859863281,-44.043373107910156,-37.2652702331543,-38.46162796020508,-35.0319938659668,-57.03345489501953,-47.12834930419922,-46.64658737182617,-37.04532241821289,-40.02810287475586,-35.90686798095703,-56.49995422363281,-53.06044387817383,-55.64628982543945,-35.68368148803711,-37.630332946777344,-40.22464370727539
die direktoren schwimmen und lacht,-50.82209777832031,-46.76044464111328,-46.51447296142578,-43.50991439819336,-40.26189041137695,-40.03147506713867,-59.92340850830078,-51.45602035522461,-50.25491714477539,-42.35409927368164,-41.37997817993164,-42.390159606933594,-57.712955474853516,-52.88690185546875,-59.710594177246094,-36.5811653137207,-39.12946319580078,-39.44335174560547
die direktoren schwimmen und sprechen,-48.25286865234375,-45.64106750488281,-47.573814392089844,-37.48946762084961,-38.42204666137695,-34.28888702392578,-55.43122100830078,-51.23733139038086,-49.100196838378906,-37.03280258178711,-38.99267578125,-35.5076789855957,-57.03070831298828,-56.68023681640625,-57.98054885864258,-37.328853607177734,-36.60518264770508,-36.46575927734375
die direktoren schwimmen und spricht,-50.73040008544922,-48.2493896484375,-49.91333770751953,-38.375492095947266,-38.748573303222656,-40.24725341796875,-59.711769104003906,-53.826168060302734,-54.267024993896484,-39.594573974609375,-39.615638732910156,-42.392295837402344,-63.0926628112793,-57.73298263549805,-61.218170166015625,-37.541259765625,-37.29165267944336,-37.54150390625
die direktoren schwimmen und sind klein,-53.16505813598633,-49.18761444091797,-49.50089645385742,-40.07263946533203,-40.533878326416016,-37.9720573425293,-59.99530029296875,-55.58774948120117,-52.33230209350586,-39.12373733520508,-41.669288635253906,-39.797569274902344,-60.35579299926758,-56.28438949584961,-60.52095031738281,-33.21094512939453,-32.74873352050781,-31.576528549194336
die direktoren schwimmen und ist klein,-56.52642059326172,-52.78049087524414,-52.323062896728516,-43.807369232177734,-45.08324432373047,-43.98337173461914,-65.96162414550781,-59.32181930541992,-57.77544403076172,-44.333717346191406,-47.142799377441406,-45.194149017333984,-63.36676788330078,-60.199073791503906,-67.11724853515625,-36.83474349975586,-36.24074935913086,-36.732757568359375
die direktoren schwimmen und sind groß,-53.778968811035156,-49.660362243652344,-50.88239669799805,-39.291011810302734,-40.127960205078125,-38.05301284790039,-61.63291931152344,-54.90973663330078,-52.01859664916992,-39.304405212402344,-40.857688903808594,-39.9903450012207,-57.8780517578125,-55.74853515625,-63.06135940551758,-33.995758056640625,-32.5277099609375,-32.634498596191406
die direktoren schwimmen und ist groß,-56.32349395751953,-51.87736511230469,-52.13960266113281,-43.490291595458984,-44.83517837524414,-43.522525787353516,-65.77311706542969,-58.29792022705078,-56.026100158691406,-44.9210205078125,-46.13935470581055,-44.70927047729492,-59.841514587402344,-58.7601432800293,-66.15359497070312,-38.894222259521484,-36.442100524902344,-37.0119743347168
die direktoren schwimmen und sind alt,-53.87177276611328,-51.01156234741211,-51.74982833862305,-41.66852951049805,-43.156654357910156,-41.54946517944336,-60.789886474609375,-56.479393005371094,-54.2682991027832,-41.7142448425293,-43.84630584716797,-42.651390075683594,-57.75475311279297,-57.05183792114258,-60.836483001708984,-35.08570098876953,-35.94418716430664,-34.17455291748047
die direktoren schwimmen und ist alt,-55.924957275390625,-51.41264724731445,-52.50975799560547,-46.06496047973633,-46.95888900756836,-47.201786041259766,-66.67822265625,-57.472110748291016,-56.884220123291016,-46.936275482177734,-48.61946487426758,-47.60286331176758,-58.77642059326172,-59.962921142578125,-63.43538284301758,-39.197608947753906,-39.86248016357422,-40.204593658447266
die direktoren schwimmen und sind jung,-54.74170684814453,-49.703407287597656,-52.65119934082031,-40.0908088684082,-43.109554290771484,-40.88275146484375,-60.601985931396484,-54.782596588134766,-55.27824020385742,-39.149532318115234,-44.36066436767578,-42.22234344482422,-59.751319885253906,-53.69586944580078,-59.594268798828125,-38.41429138183594,-36.97673034667969,-35.144508361816406
die direktoren schwimmen und ist jung,-57.19008255004883,-52.573646545410156,-54.02137756347656,-44.38285446166992,-47.52680206298828,-47.08625411987305,-66.81443786621094,-59.03678512573242,-59.895652770996094,-44.65567398071289,-49.62369918823242,-47.748600006103516,-61.915977478027344,-58.52869415283203,-63.712982177734375,-44.370269775390625,-41.44077682495117,-40.97940444946289
die bauern schwimmen und schwimmen,-29.60433578491211,-28.559711456298828,-31.423629760742188,-29.46139144897461,-30.798969268798828,-30.052539825439453,-33.53407287597656,-31.133800506591797,-31.34980583190918,-28.49150848388672,-30.527442932128906,-29.430686950683594,-25.103572845458984,-23.118366241455078,-24.481842041015625,-26.440237045288086,-23.61983299255371,-25.91891098022461
die bauern schwimmen und schwimmt,-32.68843078613281,-31.699920654296875,-33.51271438598633,-33.758331298828125,-34.75226593017578,-35.185977935791016,-35.007781982421875,-34.74855041503906,-36.08803939819336,-33.913230895996094,-35.82380676269531,-34.5088996887207,-29.68495750427246,-26.702564239501953,-26.54972267150879,-30.99658966064453,-28.94204330444336,-30.515066146850586
die bauern schwimmen und lachen,-33.2354736328125,-32.42023468017578,-33.58407974243164,-34.24205780029297,-35.036773681640625,-30.895549774169922,-38.05652618408203,-35.470760345458984,-34.47795867919922,-35.54899597167969,-36.05500411987305,-31.381980895996094,-32.703826904296875,-31.558677673339844,-31.95349884033203,-30.255142211914062,-29.578754425048828,-32.008758544921875
die bauern schwimmen und lacht,-37.32295227050781,-34.65499496459961,-36.04452896118164,-39.0721549987793,-37.995628356933594,-36.73699951171875,-41.671268463134766,-39.45256805419922,-36.26078796386719,-38.59946823120117,-38.70528030395508,-38.07275390625,-34.669830322265625,-31.61004638671875,-33.99720001220703,-31.00470542907715,-30.590425491333008,-30.449209213256836
die bauern schwimmen und sprechen,-34.70269012451172,-32.202247619628906,-37.66006088256836,-32.58836364746094,-33.27854537963867,-30.386974334716797,-38.00958251953125,-37.050628662109375,-37.721343994140625,-32.723819732666016,-33.85099792480469,-30.78321075439453,-37.73436737060547,-33.247283935546875,-31.288864135742188,-29.58910369873047,-25.59766387939453,-26.381511688232422
die bauern schwimmen und spricht,-36.43528747558594,-36.73445129394531,-39.19203186035156,-34.650917053222656,-33.6544303894043,-36.735572814941406,-38.42970275878906,-39.740169525146484,-41.22627258300781,-35.56742858886719,-34.69478988647461,-37.15631866455078,-40.50704574584961,-35.94257354736328,-34.07902526855469,-33.6954231262207,-29.69984245300293,-30.436126708984375
die bauern schwimmen und sind klein,-37.39315414428711,-34.38804626464844,-36.916900634765625,-33.9446907043457,-35.142704010009766,-33.063690185546875,-39.60159683227539,-39.6473274230957,-37.141998291015625,-33.93745803833008,-36.139068603515625,-34.09896469116211,-37.057804107666016,-33.0901985168457,-32.135719299316406,-27.74635124206543,-26.40445327758789,-25.335678100585938
die bauern schwimmen und ist klein,-40.155635833740234,-38.78591537475586,-39.805973052978516,-39.432796478271484,-39.51944351196289,-40.12104797363281,-43.85174560546875,-43.779869079589844,-41.829734802246094,-40.264122009277344,-41.10597229003906,-41.22532653808594,-38.44708251953125,-37.25290298461914,-37.18492126464844,-32.22734832763672,-28.433643341064453,-29.832660675048828
die bauern schwimmen und sind groß,-37.595096588134766,-34.45294189453125,-38.951560974121094,-33.66756057739258,-34.94118881225586,-34.451969146728516,-42.314300537109375,-38.81086730957031,-39.12850570678711,-34.57609176635742,-35.47256851196289,-35.448062896728516,-35.006561279296875,-31.98262596130371,-31.968048095703125,-28.963207244873047,-26.098209381103516,-25.91097640991211
die bauern schwimmen und ist groß,-39.827186584472656,-37.43941116333008,-40.03278350830078,-39.43524932861328,-39.70117950439453,-40.928306579589844,-44.852272033691406,-42.022918701171875,-41.2940673828125,-41.11008834838867,-40.2592658996582,-41.61906814575195,-35.74833679199219,-35.82537078857422,-34.94099807739258,-34.71421432495117,-28.807592391967773,-29.831653594970703
die bauern schwimmen und sind alt,-38.77914047241211,-37.09389114379883,-40.19746398925781,-35.18260955810547,-38.19660949707031,-38.150657653808594,-41.8880615234375,-42.0046501159668,-41.22760009765625,-35.85687255859375,-39.016178131103516,-38.36991500854492,-37.38399887084961,-34.76611328125,-35.21895980834961,-28.860641479492188,-27.632347106933594,-26.024696350097656
die bauern schwimmen und ist alt,-40.61998748779297,-39.28521728515625,-41.04857635498047,-41.34752655029297,-41.83395767211914,-44.175785064697266,-44.07937240600586,-42.87216567993164,-42.657371520996094,-42.569122314453125,-43.05783462524414,-44.440093994140625,-37.131290435791016,-39.83746337890625,-37.684661865234375,-33.32768630981445,-30.47330093383789,-31.204505920410156
die bauern schwimmen und sind jung,-39.3032112121582,-37.12081527709961,-40.97081756591797,-34.00899887084961,-36.48036575317383,-35.57624435424805,-41.86735916137695,-41.52244567871094,-41.58068084716797,-33.73881912231445,-37.702945709228516,-36.29640197753906,-37.13848114013672,-31.612369537353516,-34.93253707885742,-31.534866333007812,-27.87991714477539,-26.036226272583008
die bauern schwimmen und ist jung,-41.26363754272461,-40.46168899536133,-42.53443908691406,-39.93262481689453,-40.94642639160156,-42.94736099243164,-44.13699722290039,-45.1759147644043,-46.28694152832031,-40.47893524169922,-42.358768463134766,-43.63037109375,-38.787357330322266,-37.2431640625,-38.42888641357422,-37.98786926269531,-31.088361740112305,-30.789134979248047
die chirurgen schwimmen und schwimmen,-45.46006774902344,-45.222434997558594,-43.531951904296875,-24.337045669555664,-24.668481826782227,-29.657861709594727,-51.4169921875,-54.675025939941406,-51.13215637207031,-24.123207092285156,-24.019466400146484,-29.982559204101562,-37.77426528930664,-40.75351333618164,-40.22238540649414,-42.63779067993164,-44.699337005615234,-48.31825256347656
die chirurgen schwimmen und schwimmt,-50.417388916015625,-49.13636779785156,-46.534828186035156,-27.942401885986328,-27.391427993774414,-33.50155258178711,-57.59033966064453,-59.35138702392578,-57.94835662841797,-27.740421295166016,-26.99538230895996,-34.32358169555664,-46.09294891357422,-47.62336730957031,-45.69248962402344,-45.81418228149414,-49.82554244995117,-52.21232604980469
