sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
les danseurs déménage,-34.4068717956543,-38.940067291259766,-33.18590545654297,-55.473697662353516,-61.516693115234375,-53.57574462890625,-49.5571174621582,-51.034156799316406,-43.11701202392578,-63.20439529418945,-68.42349243164062,-72.45401000976562,-73.24330139160156,-77.30365753173828,-78.60868072509766,-39.92730712890625,-38.92327880859375,-35.026710510253906
les danseurs parlent,-29.401945114135742,-33.81947326660156,-31.93075942993164,-18.981979370117188,-15.397313117980957,-16.827707290649414,-41.66361999511719,-41.26542663574219,-32.550994873046875,-19.640317916870117,-17.66523551940918,-18.674827575683594,-21.388160705566406,-20.28410530090332,-20.173961639404297,-38.21825408935547,-38.390777587890625,-41.300655364990234
les danseurs parle,-31.204864501953125,-35.72487258911133,-33.482810974121094,-20.244644165039062,-19.099048614501953,-25.831958770751953,-42.58583068847656,-42.11731719970703,-40.775054931640625,-22.00084686279297,-26.423015594482422,-28.996620178222656,-19.780048370361328,-22.834197998046875,-23.314983367919922,-41.87689208984375,-42.812950134277344,-42.65791320800781
les danseurs retournent,-32.98674011230469,-36.69642639160156,-31.840072631835938,-19.91371726989746,-17.834150314331055,-19.2967586517334,-46.64678192138672,-43.83938980102539,-35.63543701171875,-19.847637176513672,-20.679662704467773,-19.58782958984375,-21.186683654785156,-19.888492584228516,-19.85492706298828,-35.95431137084961,-35.63058090209961,-37.8667106628418
les danseurs retourne,-32.68968963623047,-36.906982421875,-31.716655731201172,-24.34145736694336,-21.850738525390625,-29.89206886291504,-47.08494567871094,-45.63804626464844,-34.62646484375,-27.250675201416016,-28.416412353515625,-34.84060287475586,-20.768962860107422,-17.761638641357422,-21.682090759277344,-42.18122863769531,-40.66480255126953,-36.681602478027344
les architectes sont vieux,-44.822967529296875,-41.261573791503906,-40.64196014404297,-23.657081604003906,-20.668197631835938,-22.6451416015625,-47.80575180053711,-51.808738708496094,-43.768531799316406,-28.437868118286133,-21.507518768310547,-23.849605560302734,-22.627105712890625,-22.985048294067383,-20.274084091186523,-55.75601577758789,-45.50278854370117,-48.29841613769531
les architectes est vieux,-49.77397155761719,-43.01386260986328,-43.27001953125,-27.811946868896484,-24.940786361694336,-28.904193878173828,-50.183563232421875,-56.78040313720703,-42.123199462890625,-35.92167663574219,-28.750225067138672,-33.7531852722168,-29.96413230895996,-27.246593475341797,-25.525054931640625,-62.932281494140625,-54.297332763671875,-54.83077621459961
les architectes sont jeunes,-51.43935775756836,-45.900272369384766,-47.69294738769531,-21.7806453704834,-21.29926300048828,-23.09697914123535,-62.12101745605469,-54.63669967651367,-47.881126403808594,-22.212772369384766,-21.26231575012207,-23.378040313720703,-21.570281982421875,-23.604812622070312,-21.55742645263672,-63.016082763671875,-52.68288803100586,-54.871559143066406
les architectes est jeune,-51.271610260009766,-43.793617248535156,-45.08531951904297,-25.892070770263672,-25.23663330078125,-28.969600677490234,-49.52600860595703,-60.856689453125,-42.516151428222656,-30.169567108154297,-28.42319107055664,-31.909332275390625,-25.746646881103516,-25.69168472290039,-22.963165283203125,-62.939720153808594,-56.76345443725586,-57.05686950683594
les architectes sont petits,-41.62903594970703,-39.42792510986328,-39.34392547607422,-20.943315505981445,-20.969371795654297,-20.84783363342285,-43.1838264465332,-51.56443786621094,-40.06013870239258,-23.934885025024414,-18.267967224121094,-20.20083236694336,-19.255748748779297,-21.530975341796875,-17.765960693359375,-51.12537384033203,-45.09999084472656,-44.30561447143555
les architectes est petit,-47.61767578125,-43.51318359375,-41.46800994873047,-25.169620513916016,-23.667369842529297,-26.542037963867188,-47.598915100097656,-56.289093017578125,-36.67923355102539,-32.064476013183594,-26.393665313720703,-27.90860939025879,-27.238651275634766,-24.79244041442871,-21.011951446533203,-58.19902038574219,-53.039676666259766,-52.37858200073242
les architectes sont grands,-42.1158332824707,-38.814186096191406,-39.05446243286133,-19.990699768066406,-18.313688278198242,-19.80966567993164,-43.266700744628906,-50.088470458984375,-37.54610061645508,-21.639406204223633,-16.271968841552734,-18.776403427124023,-17.979873657226562,-18.220481872558594,-15.821303367614746,-54.071041107177734,-43.669368743896484,-44.559940338134766
les architectes est grand,-47.790771484375,-43.01604461669922,-42.004638671875,-25.888572692871094,-23.447547912597656,-26.293411254882812,-49.63224411010742,-55.45927429199219,-38.04587173461914,-32.351539611816406,-27.260435104370117,-30.88248062133789,-26.350826263427734,-23.252656936645508,-22.73155975341797,-58.92577362060547,-53.59172058105469,-57.2398796081543
les architectes déménagent,-46.46532440185547,-45.23005676269531,-45.5711669921875,-52.39250946044922,-61.69696807861328,-52.88877868652344,-52.63334655761719,-60.31300354003906,-45.76523208618164,-51.020633697509766,-71.86273193359375,-65.688232421875,-70.31352233886719,-77.09355163574219,-74.97911071777344,-56.21928405761719,-50.264854431152344,-61.52524948120117
les architectes déménage,-45.251670837402344,-42.827178955078125,-43.11957550048828,-52.2183723449707,-58.994964599609375,-55.300018310546875,-49.67127990722656,-57.70844268798828,-48.91162109375,-55.81039810180664,-66.922607421875,-62.667659759521484,-72.03033447265625,-72.22064208984375,-71.7031021118164,-53.37863540649414,-45.290157318115234,-54.03872299194336
les architectes parlent,-40.24671173095703,-37.980567932128906,-39.226356506347656,-16.66210174560547,-16.323997497558594,-16.606462478637695,-44.061973571777344,-50.357704162597656,-35.99720001220703,-15.950149536132812,-18.10564422607422,-15.080728530883789,-18.60917091369629,-20.367298126220703,-17.57433319091797,-45.340179443359375,-43.746742248535156,-54.41584777832031
les architectes parle,-41.88360595703125,-39.364463806152344,-41.20512390136719,-21.034677505493164,-19.703264236450195,-21.752296447753906,-46.49317932128906,-51.44573974609375,-39.57880401611328,-26.27161407470703,-27.77401351928711,-23.212505340576172,-17.47995376586914,-19.296470642089844,-18.42151641845703,-48.519168853759766,-47.00357437133789,-54.9836540222168
les architectes retournent,-44.87516403198242,-42.86553955078125,-41.94949722290039,-19.750959396362305,-16.71988868713379,-20.211145401000977,-52.67694091796875,-52.077789306640625,-44.047569274902344,-19.516584396362305,-17.677608489990234,-19.45257568359375,-20.995573043823242,-24.722007751464844,-22.31488800048828,-57.15459060668945,-53.041481018066406,-57.415679931640625
les architectes retourne,-42.83393478393555,-38.68337631225586,-40.58977508544922,-25.958608627319336,-20.604358673095703,-26.129735946655273,-46.75157928466797,-52.60102844238281,-43.50627517700195,-31.71898651123047,-27.78777503967285,-29.172937393188477,-21.62013053894043,-23.815689086914062,-24.61370086669922,-52.680057525634766,-44.36174011230469,-56.940773010253906
les chefs sont vieux,-23.807674407958984,-22.986988067626953,-21.060047149658203,-23.06740951538086,-23.17578125,-22.961864471435547,-30.26125717163086,-29.828628540039062,-29.203105926513672,-24.48423957824707,-23.877321243286133,-24.996971130371094,-22.723522186279297,-23.856571197509766,-21.311630249023438,-24.64606285095215,-27.111162185668945,-24.42812156677246
les chefs est vieux,-28.660560607910156,-23.034549713134766,-24.403526306152344,-26.98281478881836,-25.73377799987793,-26.565120697021484,-37.861480712890625,-28.743093490600586,-37.002418518066406,-28.769641876220703,-28.18168830871582,-27.886215209960938,-28.57415771484375,-29.10732650756836,-26.63216209411621,-30.700563430786133,-29.746517181396484,-25.43914031982422
les chefs sont jeunes,-29.32001495361328,-28.601333618164062,-28.67644691467285,-20.67499542236328,-22.76081085205078,-22.633975982666016,-39.00959777832031,-35.94816589355469,-32.37378692626953,-19.17074203491211,-24.502063751220703,-23.792543411254883,-22.394367218017578,-21.654582977294922,-22.140485763549805,-47.49768829345703,-40.485939025878906,-36.70528793334961
les chefs est jeune,-30.358173370361328,-25.011423110961914,-26.82784080505371,-25.382102966308594,-25.84720230102539,-28.491870880126953,-37.02393341064453,-34.87250518798828,-40.404701232910156,-27.74593162536621,-27.88545036315918,-28.915267944335938,-27.080516815185547,-27.262775421142578,-23.345779418945312,-35.93999099731445,-32.66019821166992,-29.416555404663086
les chefs sont petits,-21.990936279296875,-22.57183837890625,-19.009180068969727,-20.32854652404785,-23.201297760009766,-21.247346878051758,-31.779460906982422,-30.6407527923584,-25.734146118164062,-18.60753059387207,-21.76393699645996,-21.8027400970459,-21.37146759033203,-21.6895751953125,-19.556974411010742,-27.083759307861328,-26.612478256225586,-23.861852645874023
les chefs est petit,-26.793121337890625,-24.685882568359375,-23.10984230041504,-24.764911651611328,-24.331554412841797,-24.842805862426758,-34.63163757324219,-29.768888473510742,-32.599430084228516,-25.321002960205078,-26.90614891052246,-23.96653175354004,-27.090038299560547,-26.151100158691406,-20.26010513305664,-31.825544357299805,-28.830965042114258,-24.973817825317383
les chefs sont grands,-21.2802791595459,-22.69140625,-18.735761642456055,-20.031665802001953,-21.305278778076172,-21.055042266845703,-30.044288635253906,-29.60078239440918,-25.300678253173828,-17.495439529418945,-21.27577781677246,-21.188438415527344,-18.833824157714844,-17.143253326416016,-16.452289581298828,-25.812389373779297,-23.54987335205078,-22.99854278564453
les chefs est grand,-27.34736442565918,-24.234413146972656,-23.933298110961914,-25.941184997558594,-24.228477478027344,-26.18954086303711,-37.17424392700195,-31.188941955566406,-32.66764450073242,-29.13021469116211,-26.76967430114746,-28.645694732666016,-26.097393035888672,-22.723587036132812,-22.1602783203125,-30.004610061645508,-28.925865173339844,-26.844722747802734
les chefs déménagent,-28.829299926757812,-30.063953399658203,-24.936168670654297,-51.878395080566406,-59.50278854370117,-55.24488067626953,-32.970394134521484,-39.33999252319336,-26.838319778442383,-46.13986587524414,-73.16195678710938,-78.2084732055664,-68.52324676513672,-77.92029571533203,-79.27449035644531,-28.50108528137207,-31.419933319091797,-39.958126068115234
les chefs déménage,-25.13504409790039,-26.953712463378906,-24.099699020385742,-51.28905487060547,-59.249267578125,-58.218021392822266,-33.81269073486328,-35.83869934082031,-26.115806579589844,-50.81476593017578,-70.73651123046875,-76.91226196289062,-71.95701599121094,-74.09971618652344,-78.2204360961914,-29.277341842651367,-31.12881088256836,-28.18471336364746
les chefs parlent,-19.692829132080078,-20.568069458007812,-17.649215698242188,-18.474830627441406,-18.784875869750977,-17.899890899658203,-22.59845733642578,-24.61363983154297,-17.746337890625,-17.27843475341797,-19.031824111938477,-19.12742805480957,-22.965591430664062,-22.885622024536133,-16.70093536376953,-27.86361312866211,-27.51134490966797,-27.304428100585938
les chefs parle,-21.808135986328125,-20.5762882232666,-21.042987823486328,-20.622722625732422,-20.857425689697266,-20.98679542541504,-24.515056610107422,-24.900232315063477,-26.071353912353516,-22.031593322753906,-27.040802001953125,-22.63335418701172,-20.636615753173828,-24.221145629882812,-23.50130271911621,-33.06769561767578,-30.310758590698242,-30.625656127929688
les chefs retournent,-24.696250915527344,-27.090871810913086,-22.683879852294922,-20.397207260131836,-19.879222869873047,-21.17119789123535,-33.72632598876953,-32.16510009765625,-30.75259780883789,-20.429868698120117,-24.78533935546875,-20.946134567260742,-20.57408332824707,-22.624893188476562,-19.995637893676758,-34.18840026855469,-34.13507843017578,-33.97612762451172
les chefs retourne,-21.427955627441406,-23.7648983001709,-21.667560577392578,-22.069721221923828,-20.62920379638672,-24.760908126831055,-29.87313461303711,-30.87737274169922,-27.279315948486328,-24.729793548583984,-25.214584350585938,-24.84993553161621,-23.652681350708008,-22.838024139404297,-24.891956329345703,-32.86262512207031,-32.496055603027344,-30.736713409423828
les patineurs sont vieux,-31.275619506835938,-29.891613006591797,-25.48987579345703,-21.470666885375977,-18.50559425354004,-19.059879302978516,-43.392784118652344,-40.0749626159668,-35.766998291015625,-19.849693298339844,-16.55933380126953,-19.94324493408203,-24.75279998779297,-23.40512466430664,-22.05518341064453,-38.23773956298828,-32.87541198730469,-38.144004821777344
les patineurs est vieux,-32.52119445800781,-31.477039337158203,-28.146806716918945,-27.188108444213867,-25.87297821044922,-27.130077362060547,-44.908782958984375,-40.52200698852539,-38.756595611572266,-26.237422943115234,-25.75616455078125,-26.404922485351562,-32.217796325683594,-28.34024429321289,-27.226245880126953,-42.034523010253906,-34.792449951171875,-35.58244705200195
les patineurs sont jeunes,-34.38264465332031,-33.08322525024414,-30.996225357055664,-20.284727096557617,-18.85291862487793,-17.093610763549805,-49.43228530883789,-47.95193099975586,-40.998592376708984,-16.109243392944336,-17.77471923828125,-14.882364273071289,-23.421396255493164,-22.072677612304688,-22.938194274902344,-42.93718719482422,-39.75927734375,-42.04910659790039
les patineurs est jeune,-32.19786834716797,-30.95697784423828,-29.378665924072266,-25.19403076171875,-26.141063690185547,-26.29974365234375,-43.5804328918457,-42.15384292602539,-39.06904602050781,-22.34604263305664,-28.183704376220703,-24.596851348876953,-27.418315887451172,-25.970722198486328,-25.419113159179688,-44.492897033691406,-40.158409118652344,-37.496826171875
les patineurs sont petits,-27.381534576416016,-26.914356231689453,-23.91870880126953,-18.556865692138672,-17.622129440307617,-16.00282859802246,-39.06608963012695,-38.43854522705078,-33.83866500854492,-15.84532356262207,-12.99232292175293,-14.024581909179688,-21.328107833862305,-20.179088592529297,-19.376338958740234,-35.21849822998047,-31.630661010742188,-31.369739532470703
les patineurs est petit,-29.803295135498047,-30.354629516601562,-26.317445755004883,-23.990495681762695,-23.716053009033203,-24.064067840576172,-38.29102325439453,-43.10761642456055,-32.4110107421875,-23.38837432861328,-23.458784103393555,-22.385677337646484,-28.689685821533203,-24.062803268432617,-22.330947875976562,-39.07102966308594,-34.30172348022461,-32.45469284057617
les patineurs sont grands,-27.565563201904297,-27.11504364013672,-23.013853073120117,-18.032012939453125,-16.282554626464844,-15.483220100402832,-39.53600311279297,-37.59638977050781,-30.12523651123047,-14.163061141967773,-13.974019050598145,-13.791048049926758,-20.492637634277344,-19.252429962158203,-17.846858978271484,-39.57835388183594,-28.793994903564453,-31.26822280883789
les patineurs est grand,-29.824321746826172,-29.769798278808594,-26.894655227661133,-24.99894142150879,-24.767147064208984,-24.200374603271484,-41.77799987792969,-40.902618408203125,-33.107208251953125,-22.523757934570312,-26.820648193359375,-21.933544158935547,-28.004119873046875,-24.054595947265625,-24.474868774414062,-40.41537857055664,-34.11189270019531,-34.1882438659668
les patineurs déménagent,-31.299243927001953,-32.480735778808594,-27.637611389160156,-56.110599517822266,-67.81138610839844,-49.988670349121094,-39.576847076416016,-37.56068420410156,-32.115543365478516,-49.054931640625,-85.80962371826172,-64.30658721923828,-75.21519470214844,-81.76338195800781,-80.84404754638672,-37.749263763427734,-36.556793212890625,-39.54718017578125
